"movieId","userId","rating","title","genres"
"1586","15",3,"G.I. Jane (1997)","Action|Drama"
"2028","15",4,"Saving Private Ryan (1998)","Action|Drama|War"
"553","15",4,"Tombstone (1993)","Action|Drama|Western"
"480","15",4,"Jurassic Park (1993)","Action|Adventure|Sci-Fi|Thriller"
"2605","15",3,"Entrapment (1999)","Crime|Thriller"
"3408","15",4,"Erin Brockovich (2000)","Drama"
"1805","15",4,"Wild Things (1998)","Crime|Drama|Mystery|Thriller"
"1732","15",3,"Big Lebowski, The (1998)","Comedy|Crime"
"2391","15",3,"Simple Plan, A (1998)","Crime|Drama|Thriller"
"2539","15",2,"Analyze This (1999)","Comedy"
"2394","15",4,"Prince of Egypt, The (1998)","Animation|Musical"
"2396","15",4,"Shakespeare in Love (1998)","Comedy|Drama|Romance"
"1597","15",4,"Conspiracy Theory (1997)","Drama|Mystery|Romance|Thriller"
"1092","15",4,"Basic Instinct (1992)","Crime|Mystery|Thriller"
"3418","15",3,"Thelma & Louise (1991)","Adventure|Crime|Drama"
"2617","15",1,"Mummy, The (1999)","Action|Adventure|Comedy|Fantasy|Horror|Thriller"
"1673","15",3,"Boogie Nights (1997)","Drama"
"2115","15",4,"Indiana Jones and the Temple of Doom (1984)","Action|Adventure|Fantasy"
"2987","16",3,"Who Framed Roger Rabbit? (1988)","Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery"
"1682","16",4,"Truman Show, The (1998)","Comedy|Drama|Sci-Fi"
"2701","16",2,"Wild Wild West (1999)","Action|Comedy|Sci-Fi|Western"
"1269","16",4,"Arsenic and Old Lace (1944)","Comedy|Mystery|Thriller"
"1911","16",3,"Dr. Dolittle (1998)","Comedy"
"2572","16",4,"10 Things I Hate About You (1999)","Comedy|Romance"
"2722","16",2,"Deep Blue Sea (1999)","Action|Horror|Sci-Fi|Thriller"
"2723","16",2,"Mystery Men (1999)","Action|Comedy|Fantasy"
"2724","16",4,"Runaway Bride (1999)","Comedy|Romance"
"2581","16",4,"Never Been Kissed (1999)","Comedy|Romance"
"266","16",2,"Legends of the Fall (1994)","Drama|Romance|War|Western"
"2683","16",4,"Austin Powers: The Spy Who Shagged Me (1999)","Action|Adventure|Comedy"
"2761","16",4,"Iron Giant, The (1999)","Adventure|Animation|Children|Drama|Sci-Fi"
"2699","16",5,"Arachnophobia (1990)","Comedy|Horror"
"2770","16",3,"Bowfinger (1999)","Comedy"
"2355","16",5,"Bug's Life, A (1998)","Adventure|Animation|Children|Comedy"
"2369","16",5,"Desperately Seeking Susan (1985)","Comedy|Drama|Romance"
"3175","16",4,"Galaxy Quest (1999)","Adventure|Comedy|Sci-Fi"
"2394","16",5,"Prince of Egypt, The (1998)","Animation|Musical"
"1179","17",5,"Grifters, The (1990)","Crime|Drama|Film-Noir"
"3863","17",3,"Cell, The (2000)","Drama|Horror|Thriller"
"3793","17",4,"X-Men (2000)","Action|Adventure|Sci-Fi"
"1253","17",5,"Day the Earth Stood Still, The (1951)","Drama|Sci-Fi|Thriller"
"2058","17",3,"Negotiator, The (1998)","Action|Crime|Drama|Mystery|Thriller"
"589","17",5,"Terminator 2: Judgment Day (1991)","Action|Sci-Fi"
"1909","17",4,"X-Files: Fight the Future, The (1998)","Action|Crime|Mystery|Sci-Fi|Thriller"
"223","17",4,"Clerks (1994)","Comedy"
"3006","17",4,"Insider, The (1999)","Drama|Thriller"
"1408","17",5,"Last of the Mohicans, The (1992)","Action|Romance|War|Western"
"1265","17",5,"Groundhog Day (1993)","Comedy|Fantasy|Romance"
"1193","17",5,"One Flew Over the Cuckoo's Nest (1975)","Drama"
"3510","17",4,"Frequency (2000)","Drama|Thriller"
"1196","17",5,"Star Wars: Episode V - The Empire Strikes Back (1980)","Action|Adventure|Sci-Fi"
"590","17",4,"Dances with Wolves (1990)","Adventure|Drama|Western"
"2640","17",4,"Superman (1978)","Action|Adventure|Sci-Fi"
"593","17",5,"Silence of the Lambs, The (1991)","Crime|Horror|Thriller"
"595","17",5,"Beauty and the Beast (1991)","Animation|Children|Fantasy|Musical|Romance|IMAX"
"2571","17",4,"Matrix, The (1999)","Action|Sci-Fi|Thriller"
"300","17",5,"Quiz Show (1994)","Drama"
"235","17",5,"Ed Wood (1994)","Comedy|Drama"
"1779","17",2,"Sphere (1998)","Sci-Fi|Thriller"
"163","17",4,"Desperado (1995)","Action|Romance|Western"
"2140","17",4,"Dark Crystal, The (1982)","Adventure|Fantasy"
"1343","17",4,"Cape Fear (1991)","Thriller"
"1270","17",5,"Back to the Future (1985)","Adventure|Comedy|Sci-Fi"
"1921","17",4,"Pi (1998)","Drama|Sci-Fi|Thriller"
"3527","17",4,"Predator (1987)","Action|Sci-Fi|Thriller"
"1923","17",4,"There's Something About Mary (1998)","Comedy|Romance"
"2657","17",5,"Rocky Horror Picture Show, The (1975)","Comedy|Horror|Musical|Sci-Fi"
"316","17",4,"Stargate (1994)","Action|Adventure|Sci-Fi"
"318","17",5,"Shawshank Redemption, The (1994)","Crime|Drama"
"1356","17",4,"Star Trek: First Contact (1996)","Action|Adventure|Sci-Fi|Thriller"
"750","17",5,"Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)","Comedy|War"
"1284","17",5,"Big Sleep, The (1946)","Crime|Film-Noir|Mystery"
"1358","17",4,"Sling Blade (1996)","Drama"
"2662","17",5,"War of the Worlds, The (1953)","Action|Drama|Sci-Fi"
"2664","17",5,"Invasion of the Body Snatchers (1956)","Horror|Sci-Fi|Thriller"
"2599","17",3,"Election (1999)","Comedy"
"329","17",3,"Star Trek: Generations (1994)","Adventure|Drama|Sci-Fi"
"3033","17",4,"Spaceballs (1987)","Comedy|Sci-Fi"
"3108","17",3,"Fisher King, The (1991)","Comedy|Drama|Fantasy|Romance"
"3471","17",4,"Close Encounters of the Third Kind (1977)","Adventure|Drama|Sci-Fi"
"260","17",5,"Star Wars: Episode IV - A New Hope (1977)","Action|Adventure|Sci-Fi"
"3114","17",5,"Toy Story 2 (1999)","Adventure|Animation|Children|Comedy|Fantasy"
"1370","17",3,"Die Hard 2 (1990)","Action|Adventure|Thriller"
"198","17",4,"Strange Days (1995)","Action|Crime|Drama|Mystery|Sci-Fi|Thriller"
"913","17",5,"Maltese Falcon, The (1941)","Film-Noir|Mystery"
"1374","17",4,"Star Trek II: The Wrath of Khan (1982)","Action|Adventure|Sci-Fi|Thriller"
"1376","17",5,"Star Trek IV: The Voyage Home (1986)","Adventure|Comedy|Sci-Fi"
"3624","17",4,"Shanghai Noon (2000)","Action|Adventure|Comedy|Western"
"1019","17",5,"20,000 Leagues Under the Sea (1954)","Adventure|Drama|Sci-Fi"
"24","17",3,"Powder (1995)","Drama|Sci-Fi"
"2321","17",5,"Pleasantville (1998)","Comedy|Drama|Fantasy"
"1527","17",5,"Fifth Element, The (1997)","Action|Adventure|Comedy|Sci-Fi"
"924","17",5,"2001: A Space Odyssey (1968)","Adventure|Drama|Sci-Fi"
"3701","17",4,"Alien Nation (1988)","Crime|Drama|Sci-Fi|Thriller"
"3702","17",3,"Mad Max (1979)","Action|Adventure|Sci-Fi"
"780","17",4,"Independence Day (a.k.a. ID4) (1996)","Action|Adventure|Sci-Fi|Thriller"
"3703","17",5,"Road Warrior, The (Mad Max 2) (1981)","Action|Adventure|Sci-Fi"
"3704","17",4,"Mad Max Beyond Thunderdome (1985)","Action|Adventure|Sci-Fi"
"2908","17",3,"Boys Don't Cry (1999)","Drama"
"2762","17",5,"Sixth Sense, The (1999)","Drama|Horror|Mystery"
"3638","17",2,"Moonraker (1979)","Action|Adventure|Sci-Fi|Thriller"
"32","17",5,"Twelve Monkeys (a.k.a. 12 Monkeys) (1995)","Mystery|Sci-Fi|Thriller"
"356","17",5,"Forrest Gump (1994)","Comedy|Drama|Romance|War"
"34","17",5,"Babe (1995)","Children|Drama"
"2407","17",4,"Cocoon (1985)","Comedy|Sci-Fi"
"2268","17",4,"Few Good Men, A (1992)","Crime|Drama|Thriller"
"1396","17",3,"Sneakers (1992)","Action|Comedy|Crime|Drama|Sci-Fi"
"866","17",5,"Bound (1996)","Crime|Drama|Romance|Thriller"
"3717","17",4,"Gone in 60 Seconds (2000)","Action|Crime"
"2916","17",5,"Total Recall (1990)","Action|Adventure|Sci-Fi|Thriller"
"3578","17",5,"Gladiator (2000)","Action|Adventure|Drama"
"1610","17",4,"Hunt for Red October, The (1990)","Action|Adventure|Thriller"
"293","17",5,"L<0xC3A9>on: The Professional (a.k.a. The Professional) (L<0xC3A9>on) (1994)","Action|Crime|Drama|Thriller"
"3070","17",5,"Adventures of Buckaroo Banzai Across the 8th Dimension, The (1984)","Adventure|Comedy|Sci-Fi"
"296","17",5,"Pulp Fiction (1994)","Comedy|Crime|Drama|Thriller"
"3147","17",4,"Green Mile, The (1999)","Crime|Drama"
"3148","17",5,"Cider House Rules, The (1999)","Drama"
"1617","17",5,"L.A. Confidential (1997)","Crime|Film-Noir|Mystery|Thriller"
"2858","17",5,"American Beauty (1999)","Comedy|Drama"
"50","17",5,"Usual Suspects, The (1995)","Crime|Mystery|Thriller"
"2355","17",4,"Bug's Life, A (1998)","Adventure|Animation|Children|Comedy"
"2288","17",4,"Thing, The (1982)","Action|Horror|Sci-Fi|Thriller"
"2289","17",4,"Player, The (1992)","Comedy|Crime|Drama"
"1127","17",4,"Abyss, The (1989)","Action|Adventure|Sci-Fi|Thriller"
"1129","17",4,"Escape from New York (1981)","Action|Adventure|Sci-Fi|Thriller"
"3300","17",4,"Pitch Black (2000)","Horror|Sci-Fi|Thriller"
"2501","17",4,"October Sky (1999)","Drama"
"1997","17",4,"Exorcist, The (1973)","Horror|Mystery"
"527","17",4,"Schindler's List (1993)","Drama|War"
"454","17",4,"Firm, The (1993)","Drama|Thriller"
"529","17",4,"Searching for Bobby Fischer (1993)","Drama"
"457","17",5,"Fugitive, The (1993)","Thriller"
"1704","17",4,"Good Will Hunting (1997)","Drama|Romance"
"1635","17",4,"Ice Storm, The (1997)","Drama"
"1200","17",4,"Aliens (1986)","Action|Adventure|Horror|Sci-Fi"
"3745","17",4,"Titan A.E. (2000)","Action|Adventure|Animation|Children|Sci-Fi"
"968","17",4,"Night of the Living Dead (1968)","Horror|Sci-Fi|Thriller"
"1206","17",5,"Clockwork Orange, A (1971)","Crime|Drama|Sci-Fi|Thriller"
"3175","17",5,"Galaxy Quest (1999)","Adventure|Comedy|Sci-Fi"
"1573","17",2,"Face/Off (1997)","Action|Crime|Drama|Thriller"
"2011","17",5,"Back to the Future Part II (1989)","Adventure|Comedy|Sci-Fi"
"3751","17",4,"Chicken Run (2000)","Animation|Children|Comedy"
"1210","17",4,"Star Wars: Episode VI - Return of the Jedi (1983)","Action|Adventure|Sci-Fi"
"1213","17",4,"Goodfellas (1990)","Crime|Drama"
"3755","17",3,"Perfect Storm, The (2000)","Drama|Thriller"
"1214","17",5,"Alien (1979)","Horror|Sci-Fi"
"1215","17",4,"Army of Darkness (1993)","Action|Adventure|Comedy|Fantasy|Horror"
"610","17",4,"Heavy Metal (1981)","Action|Adventure|Animation|Horror|Sci-Fi"
"541","17",5,"Blade Runner (1982)","Action|Sci-Fi|Thriller"
"1077","17",5,"Sleeper (1973)","Comedy|Sci-Fi"
"3256","17",4,"Patriot Games (1992)","Action|Thriller"
"2527","17",4,"Westworld (1973)","Action|Sci-Fi|Thriller|Western"
"2528","17",3,"Logan's Run (1976)","Action|Adventure|Sci-Fi"
"2455","17",4,"Fly, The (1986)","Drama|Horror|Sci-Fi|Thriller"
"1653","17",5,"Gattaca (1997)","Drama|Sci-Fi|Thriller"
"1580","17",4,"Men in Black (a.k.a. MIB) (1997)","Action|Comedy|Sci-Fi"
"110","17",4,"Braveheart (1995)","Action|Drama|War"
"2529","17",4,"Planet of the Apes (1968)","Action|Drama|Sci-Fi"
"1729","17",4,"Jackie Brown (1997)","Crime|Drama|Thriller"
"1584","17",4,"Contact (1997)","Drama|Sci-Fi"
"2021","17",5,"Dune (1984)","Adventure|Sci-Fi"
"2028","17",5,"Saving Private Ryan (1998)","Action|Drama|War"
"3699","17",4,"Starman (1984)","Adventure|Drama|Romance|Sci-Fi"
"480","17",4,"Jurassic Park (1993)","Action|Adventure|Sci-Fi|Thriller"
"2396","17",4,"Shakespeare in Love (1998)","Comedy|Drama|Romance"
"2105","17",4,"Tron (1982)","Action|Adventure|Sci-Fi"
"1097","17",3,"E.T. the Extra-Terrestrial (1982)","Children|Drama|Sci-Fi"
"2542","17",4,"Lock, Stock & Two Smoking Barrels (1998)","Comedy|Crime|Thriller"
"3418","17",4,"Thelma & Louise (1991)","Adventure|Crime|Drama"
"1748","17",5,"Dark City (1998)","Adventure|Film-Noir|Sci-Fi|Thriller"
"1240","17",5,"Terminator, The (1984)","Action|Sci-Fi|Thriller"
"2046","17",4,"Flight of the Navigator (1986)","Adventure|Children|Sci-Fi"
"2985","17",5,"RoboCop (1987)","Action|Crime|Drama|Sci-Fi|Thriller"
"2987","18",5,"Who Framed Roger Rabbit? (1988)","Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery"
"648","18",4,"Mission: Impossible (1996)","Action|Adventure|Mystery|Thriller"
"2628","18",4,"Star Wars: Episode I - The Phantom Menace (1999)","Action|Adventure|Sci-Fi"
"1682","18",4,"Truman Show, The (1998)","Comedy|Drama|Sci-Fi"
"3793","18",5,"X-Men (2000)","Action|Adventure|Sci-Fi"
"2054","18",3,"Honey, I Shrunk the Kids (1989)","Adventure|Children|Comedy|Fantasy|Sci-Fi"
"1259","18",5,"Stand by Me (1986)","Adventure|Drama"
"1186","18",1,"Sex, Lies, and Videotape (1989)","Drama"
"653","18",3,"Dragonheart (1996)","Action|Adventure|Fantasy"
"2701","18",3,"Wild Wild West (1999)","Action|Comedy|Sci-Fi|Western"
"586","18",4,"Home Alone (1990)","Children|Comedy"
"3438","18",2,"Teenage Mutant Ninja Turtles (1990)","Action|Children|Comedy|Fantasy|Sci-Fi"
"588","18",5,"Aladdin (1992)","Adventure|Animation|Children|Comedy|Musical"
"589","18",5,"Terminator 2: Judgment Day (1991)","Action|Sci-Fi"
"1690","18",1,"Alien: Resurrection (1997)","Action|Horror|Sci-Fi"
"1","18",4,"Toy Story (1995)","Adventure|Animation|Children|Comedy|Fantasy"
"2","18",2,"Jumanji (1995)","Adventure|Children|Fantasy"
"153","18",3,"Batman Forever (1995)","Action|Adventure|Comedy|Crime"
"2133","18",3,"Adventures in Babysitting (1987)","Adventure|Comedy"
"1408","18",5,"Last of the Mohicans, The (1992)","Action|Romance|War|Western"
"1193","18",4,"One Flew Over the Cuckoo's Nest (1975)","Drama"
"1196","18",5,"Star Wars: Episode V - The Empire Strikes Back (1980)","Action|Adventure|Sci-Fi"
"590","18",4,"Dances with Wolves (1990)","Adventure|Drama|Western"
"1197","18",5,"Princess Bride, The (1987)","Action|Adventure|Comedy|Fantasy|Romance"
"736","18",1,"Twister (1996)","Action|Adventure|Romance|Thriller"
"1198","18",5,"Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)","Action|Adventure"
"592","18",4,"Batman (1989)","Action|Crime|Thriller"
"594","18",5,"Snow White and the Seven Dwarfs (1937)","Animation|Children|Drama|Fantasy|Musical"
"595","18",5,"Beauty and the Beast (1991)","Animation|Children|Fantasy|Musical|Romance|IMAX"
"3448","18",4,"Good Morning, Vietnam (1987)","Comedy|Drama|War"
"1918","18",3,"Lethal Weapon 4 (1998)","Action|Comedy|Crime|Thriller"
"163","18",5,"Desperado (1995)","Action|Romance|Western"
"2140","18",4,"Dark Crystal, The (1982)","Adventure|Fantasy"
"2145","18",3,"Pretty in Pink (1986)","Comedy|Drama|Romance"
"1271","18",5,"Fried Green Tomatoes (1991)","Comedy|Crime|Drama"
"2076","18",3,"Blue Velvet (1986)","Drama|Mystery|Thriller"
"1275","18",5,"Highlander (1986)","Action|Adventure|Fantasy"
"2078","18",4,"Jungle Book, The (1967)","Animation|Children|Comedy|Musical"
"2723","18",1,"Mystery Men (1999)","Action|Comedy|Fantasy"
"3526","18",3,"Parenthood (1989)","Comedy|Drama"
"3527","18",2,"Predator (1987)","Action|Sci-Fi|Thriller"
"1784","18",4,"As Good as It Gets (1997)","Comedy|Drama|Romance"
"2080","18",5,"Lady and the Tramp (1955)","Animation|Children|Comedy|Romance"
"2081","18",5,"Little Mermaid, The (1989)","Animation|Children|Comedy|Musical|Romance"
"1282","18",5,"Fantasia (1940)","Animation|Children|Fantasy|Musical"
"2085","18",4,"101 Dalmatians (One Hundred and One Dalmatians) (1961)","Adventure|Animation|Children"
"1357","18",5,"Shine (1996)","Drama|Romance"
"2087","18",4,"Peter Pan (1953)","Animation|Children|Fantasy|Musical"
"3396","18",5,"Muppet Movie, The (1979)","Adventure|Children|Comedy|Musical"
"1500","18",4,"Grosse Pointe Blank (1997)","Comedy|Crime|Romance"
"3108","18",4,"Fisher King, The (1991)","Comedy|Drama|Fantasy|Romance"
"2161","18",5,"NeverEnding Story, The (1984)","Adventure|Children|Fantasy"
"902","18",5,"Breakfast at Tiffany's (1961)","Drama|Romance"
"1291","18",5,"Indiana Jones and the Last Crusade (1989)","Action|Adventure"
"2167","18",4,"Blade (1998)","Action|Horror|Thriller"
"2096","18",5,"Sleeping Beauty (1959)","Animation|Children|Musical"
"838","18",4,"Emma (1996)","Comedy|Drama|Romance"
"3479","18",5,"Ladyhawke (1985)","Adventure|Fantasy|Romance"
"10","18",5,"GoldenEye (1995)","Action|Adventure|Thriller"
"1876","18",3,"Deep Impact (1998)","Drama|Sci-Fi|Thriller"
"260","18",5,"Star Wars: Episode IV - A New Hope (1977)","Action|Adventure|Sci-Fi"
"266","18",3,"Legends of the Fall (1994)","Drama|Romance|War|Western"
"17","18",4,"Sense and Sensibility (1995)","Drama|Romance"
"2248","18",4,"Say Anything... (1989)","Comedy|Drama|Romance"
"1377","18",2,"Batman Returns (1992)","Action|Crime"
"1378","18",4,"Young Guns (1988)","Action|Comedy|Western"
"3623","18",1,"Mission: Impossible II (2000)","Action|Adventure|Thriller"
"919","18",5,"Wizard of Oz, The (1939)","Adventure|Children|Fantasy|Musical"
"2826","18",4,"13th Warrior, The (1999)","Action|Adventure|Fantasy"
"778","18",5,"Trainspotting (1996)","Comedy|Crime|Drama"
"1954","18",3,"Rocky (1976)","Drama"
"1956","18",4,"Ordinary People (1980)","Drama"
"2686","18",5,"Red Violin, The (Violon rouge, Le) (1998)","Drama|Mystery"
"3489","18",4,"Hook (1991)","Adventure|Comedy|Fantasy"
"920","18",5,"Gone with the Wind (1939)","Drama|Romance|War"
"1527","18",4,"Fifth Element, The (1997)","Action|Adventure|Comedy|Sci-Fi"
"780","18",3,"Independence Day (a.k.a. ID4) (1996)","Action|Adventure|Sci-Fi|Thriller"
"3703","18",5,"Road Warrior, The (Mad Max 2) (1981)","Action|Adventure|Sci-Fi"
"1387","18",4,"Jaws (1975)","Action|Horror"
"3704","18",4,"Mad Max Beyond Thunderdome (1985)","Action|Adventure|Sci-Fi"
"1022","18",5,"Cinderella (1950)","Animation|Children|Fantasy|Musical|Romance"
"1960","18",5,"Last Emperor, The (1987)","Drama"
"2763","18",3,"Thomas Crown Affair, The (1999)","Action|Mystery"
"1962","18",5,"Driving Miss Daisy (1989)","Drama"
"1028","18",5,"Mary Poppins (1964)","Children|Comedy|Fantasy|Musical"
"1029","18",4,"Dumbo (1941)","Animation|Children|Drama|Musical"
"1967","18",5,"Labyrinth (1986)","Adventure|Fantasy|Musical"
"1968","18",5,"Breakfast Club, The (1985)","Comedy|Drama"
"353","18",5,"Crow, The (1994)","Action|Crime|Fantasy|Thriller"
"34","18",5,"Babe (1995)","Children|Drama"
"2336","18",5,"Elizabeth (1998)","Drama"
"288","18",4,"Natural Born Killers (1994)","Action|Crime|Thriller"
"2193","18",5,"Willow (1988)","Action|Adventure|Fantasy"
"1391","18",3,"Mars Attacks! (1996)","Action|Comedy|Sci-Fi"
"2194","18",4,"Untouchables, The (1987)","Action|Crime|Drama"
"2268","18",4,"Few Good Men, A (1992)","Crime|Drama|Thriller"
"1396","18",4,"Sneakers (1992)","Action|Comedy|Crime|Drama|Sci-Fi"
"2916","18",3,"Total Recall (1990)","Action|Adventure|Sci-Fi|Thriller"
"1032","18",4,"Alice in Wonderland (1951)","Adventure|Animation|Children|Fantasy|Musical"
"1036","18",3,"Die Hard (1988)","Action|Crime|Thriller"
"3578","18",4,"Gladiator (2000)","Action|Adventure|Drama"
"434","18",2,"Cliffhanger (1993)","Action|Adventure|Thriller"
"364","18",5,"Lion King, The (1994)","Adventure|Animation|Children|Drama|Musical|IMAX"
"292","18",4,"Outbreak (1995)","Action|Drama|Sci-Fi|Thriller"
"367","18",4,"Mask, The (1994)","Action|Comedy|Crime|Fantasy"
"368","18",3,"Maverick (1994)","Adventure|Comedy|Western"
"47","18",1,"Seven (a.k.a. Se7en) (1995)","Mystery|Thriller"
"296","18",5,"Pulp Fiction (1994)","Comedy|Crime|Drama|Thriller"
"1617","18",5,"L.A. Confidential (1997)","Crime|Film-Noir|Mystery|Thriller"
"1544","18",3,"Lost World: Jurassic Park, The (1997)","Action|Adventure|Sci-Fi|Thriller"
"2278","18",3,"Ronin (1998)","Action|Crime|Thriller"
"2858","18",5,"American Beauty (1999)","Comedy|Drama"
"50","18",5,"Usual Suspects, The (1995)","Crime|Mystery|Thriller"
"377","18",2,"Speed (1994)","Action|Romance|Thriller"
"1552","18",1,"Con Air (1997)","Action|Adventure|Thriller"
"2355","18",5,"Bug's Life, A (1998)","Adventure|Animation|Children|Comedy"
"2797","18",4,"Big (1988)","Comedy|Drama|Fantasy|Romance"
"380","18",3,"True Lies (1994)","Action|Adventure|Comedy|Romance|Thriller"
"527","18",5,"Schindler's List (1993)","Drama|War"
"454","18",3,"Firm, The (1993)","Drama|Thriller"
"2291","18",5,"Edward Scissorhands (1990)","Drama|Fantasy|Romance"
"1635","18",1,"Ice Storm, The (1997)","Drama"
"1562","18",1,"Batman & Robin (1997)","Action|Adventure|Fantasy|Thriller"
"2294","18",4,"Antz (1998)","Adventure|Animation|Children|Comedy|Fantasy"
"1639","18",4,"Chasing Amy (1997)","Comedy|Drama|Romance"
"2000","18",4,"Lethal Weapon (1987)","Action|Comedy|Crime|Drama"
"2001","18",3,"Lethal Weapon 2 (1989)","Action|Comedy|Crime|Drama"
"2002","18",4,"Lethal Weapon 3 (1992)","Action|Comedy|Crime|Drama"
"1200","18",4,"Aliens (1986)","Action|Adventure|Horror|Sci-Fi"
"1201","18",4,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)","Action|Adventure|Western"
"2005","18",5,"Goonies, The (1985)","Action|Adventure|Children|Comedy|Fantasy"
"2006","18",3,"Mask of Zorro, The (1998)","Action|Comedy|Romance"
"969","18",5,"African Queen, The (1951)","Adventure|Comedy|Romance|War"
"2872","18",5,"Excalibur (1981)","Adventure|Fantasy"
"1207","18",5,"To Kill a Mockingbird (1962)","Drama"
"2947","18",5,"Goldfinger (1964)","Action|Adventure|Thriller"
"2948","18",5,"From Russia with Love (1963)","Action|Adventure|Thriller"
"1711","18",4,"Midnight in the Garden of Good and Evil (1997)","Crime|Drama|Mystery"
"466","18",3,"Hot Shots! Part Deux (1993)","Action|Comedy|War"
"3247","18",4,"Sister Act (1992)","Comedy|Crime"
"3175","18",5,"Galaxy Quest (1999)","Adventure|Comedy|Sci-Fi"
"3751","18",5,"Chicken Run (2000)","Animation|Children|Comedy"
"1210","18",5,"Star Wars: Episode VI - Return of the Jedi (1983)","Action|Adventure|Sci-Fi"
"3753","18",3,"Patriot, The (2000)","Action|Drama|War"
"2951","18",4,"Fistful of Dollars, A (Per un pugno di dollari) (1964)","Action|Western"
"1215","18",5,"Army of Darkness (1993)","Action|Adventure|Comedy|Fantasy|Horror"
"2018","18",4,"Bambi (1942)","Animation|Children|Drama"
"2019","18",5,"Seven Samurai (Shichinin no samurai) (1954)","Action|Adventure|Drama"
"1073","18",4,"Willy Wonka & the Chocolate Factory (1971)","Children|Comedy|Fantasy|Musical"
"2959","18",4,"Fight Club (1999)","Action|Crime|Drama|Thriller"
"3252","18",4,"Scent of a Woman (1992)","Drama"
"1721","18",4,"Titanic (1997)","Drama|Romance"
"3255","18",4,"League of Their Own, A (1992)","Comedy|Drama"
"3257","18",2,"Bodyguard, The (1992)","Drama|Romance|Thriller"
"1580","18",5,"Men in Black (a.k.a. MIB) (1997)","Action|Comedy|Sci-Fi"
"110","18",5,"Braveheart (1995)","Action|Drama|War"
"2384","18",2,"Babe: Pig in the City (1998)","Adventure|Children|Drama"
"1587","18",4,"Conan the Barbarian (1982)","Action|Adventure|Fantasy"
"2020","18",5,"Dangerous Liaisons (1988)","Drama|Romance"
"2021","18",4,"Dune (1984)","Adventure|Sci-Fi"
"2028","18",5,"Saving Private Ryan (1998)","Action|Drama|War"
"3698","18",3,"Running Man, The (1987)","Action|Sci-Fi"
"551","18",5,"Nightmare Before Christmas, The (1993)","Animation|Children|Fantasy|Musical"
"552","18",2,"Three Musketeers, The (1993)","Action|Adventure|Comedy|Romance"
"555","18",4,"True Romance (1993)","Crime|Thriller"
"1089","18",5,"Reservoir Dogs (1992)","Crime|Mystery|Thriller"
"1805","18",4,"Wild Things (1998)","Crime|Drama|Mystery|Thriller"
"1732","18",3,"Big Lebowski, The (1998)","Comedy|Crime"
"2391","18",1,"Simple Plan, A (1998)","Crime|Drama|Thriller"
"95","18",1,"Broken Arrow (1996)","Action|Adventure|Thriller"
"2394","18",4,"Prince of Egypt, The (1998)","Animation|Musical"
"3911","18",1,"Best in Show (2000)","Comedy"
"2100","18",4,"Splash (1984)","Comedy|Fantasy|Romance"
"2105","18",4,"Tron (1982)","Action|Adventure|Sci-Fi"
"1234","18",5,"Sting, The (1973)","Comedy|Crime"
"1094","18",4,"Crying Game, The (1992)","Drama|Romance|Thriller"
"1097","18",5,"E.T. the Extra-Terrestrial (1982)","Children|Drama|Sci-Fi"
"2542","18",4,"Lock, Stock & Two Smoking Barrels (1998)","Comedy|Crime|Thriller"
"3418","18",1,"Thelma & Louise (1991)","Adventure|Crime|Drama"
"2616","18",4,"Dick Tracy (1990)","Action|Crime"
"2470","18",3,"Crocodile Dundee (1986)","Adventure|Comedy"
"2617","18",1,"Mummy, The (1999)","Action|Adventure|Comedy|Fantasy|Horror|Thriller"
"1676","18",3,"Starship Troopers (1997)","Action|Sci-Fi"
"208","18",1,"Waterworld (1995)","Action|Adventure|Sci-Fi"
"2115","18",5,"Indiana Jones and the Temple of Doom (1984)","Action|Adventure|Fantasy"
"1240","18",5,"Terminator, The (1984)","Action|Sci-Fi|Thriller"
"1242","18",5,"Glory (1989)","Drama|War"
"1246","18",5,"Dead Poets Society (1989)","Drama"
"2987","19",4,"Who Framed Roger Rabbit? (1988)","Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery"
"3421","19",3,"Animal House (1978)","Comedy"
"648","19",3,"Mission: Impossible (1996)","Action|Adventure|Mystery|Thriller"
"2628","19",3,"Star Wars: Episode I - The Phantom Menace (1999)","Action|Adventure|Sci-Fi"
"1682","19",4,"Truman Show, The (1998)","Comedy|Drama|Sci-Fi"
"1321","19",4,"American Werewolf in London, An (1981)","Comedy|Horror|Thriller"
"3863","19",4,"Cell, The (2000)","Drama|Horror|Thriller"
"3793","19",4,"X-Men (2000)","Action|Adventure|Sci-Fi"
"1258","19",5,"Shining, The (1980)","Horror"
"2700","19",4,"South Park: Bigger, Longer and Uncut (1999)","Animation|Comedy|Musical"
"1259","19",4,"Stand by Me (1986)","Adventure|Drama"
"1188","19",5,"Strictly Ballroom (1992)","Comedy|Romance"
"2707","19",4,"Arlington Road (1999)","Thriller"
"2490","19",2,"Payback (1999)","Action|Thriller"
