date,region,product,sales_amount,units_sold
2023-06-01,West,Product B,8277.938492657904,124
2023-06-02,North,Product B,17259.7906246704,322
2023-06-02,South,Product C,15347.241494938533,396
2023-06-02,East,Product D,12745.016702713077,467
2023-06-02,West,Product D,11951.912868178453,96
2023-06-03,North,Product D,12765.477924137987,50
2023-06-03,South,Product C,14045.867241144424,116
2023-06-03,East,Product B,17004.23757766298,192
2023-06-03,West,Product B,11395.184917052278,450
2023-06-04,North,Product A,15058.532150507499,256
2023-06-04,South,Product C,12927.303347691426,268
2023-06-04,East,Product D,12333.959846977636,95
2023-06-04,West,Product D,13866.318341379778,239
2023-06-05,North,Product B,13126.044686376788,133
2023-06-05,South,Product B,12344.694186639957,203
2023-06-05,East,Product D,15310.371332007973,222
2023-06-05,West,Product D,12835.151888240978,324
2023-06-06,North,Product D,17043.654666991584,335
2023-06-06,South,Product D,11925.784391749627,138
2023-06-06,East,Product A,11973.572205426844,245
2023-06-06,West,Product B,14231.664466150614,474
2023-06-07,North,Product D,14468.053284369058,207
2023-06-07,South,Product B,10382.272086749821,99
2023-06-07,East,Product D,16579.30464125743,325
2023-06-07,West,Product A,9893.721236732415,250
2023-06-08,North,Product A,14549.016597221991,265
2023-06-08,South,Product B,12964.18430416254,125
2023-06-08,East,Product C,11659.701909348016,75
2023-06-08,West,Product A,11940.847506928323,356
2023-06-09,North,Product C,13889.121192541867,181
2023-06-09,South,Product D,12965.950568368695,455
2023-06-09,East,Product C,10242.23880479869,488
2023-06-09,West,Product B,13475.861290485997,450
2023-06-10,North,Product C,12167.074409699544,185
2023-06-10,South,Product A,9629.229172320156,142
2023-06-10,East,Product B,14283.222063405952,340
2023-06-10,West,Product A,6449.188843642188,190
2023-06-11,North,Product A,14401.251241571566,239
2023-06-11,South,Product A,13875.385854699723,139
2023-06-11,East,Product D,7733.378084930506,367
2023-06-11,West,Product A,12261.198804430373,314
2023-06-12,North,Product A,14126.648302861684,393
2023-06-12,South,Product C,14210.974727012604,90
2023-06-12,East,Product C,11755.378733151936,95
2023-06-12,West,Product C,10383.39873732456,381
2023-06-13,North,Product A,14881.639549573247,317
2023-06-13,South,Product B,13860.259549865452,152
2023-06-13,East,Product A,14881.050597448191,224
2023-06-13,West,Product D,13774.56440616587,210
2023-06-14,North,Product C,9409.877960185853,288
2023-06-14,South,Product A,13539.523598089192,381
2023-06-14,East,Product C,11475.138856545002,307
2023-06-14,West,Product B,16540.5979147983,356
2023-06-15,North,Product B,12939.111113605433,100
2023-06-15,South,Product D,14724.601247488888,308
2023-06-15,East,Product B,13110.569675771765,142
2023-06-15,West,Product D,11568.782590832423,307
2023-06-16,North,Product C,12550.53629481046,284
2023-06-16,South,Product B,14706.807521457047,406
2023-06-16,East,Product C,11104.506110145485,458
2023-06-16,West,Product D,16430.108788986927,326
2023-06-17,North,Product C,15904.394475375218,478
2023-06-17,South,Product B,9866.976215470424,79
2023-06-17,East,Product C,13892.372270866423,244
2023-06-17,West,Product D,9794.31841686244,209
2023-06-18,North,Product D,10979.356266806804,429
2023-06-18,South,Product D,14977.258941492037,205
2023-06-18,East,Product D,11464.453270936594,370
2023-06-18,West,Product A,11175.282474204634,251
2023-06-19,North,Product C,17101.67636769952,175
2023-06-19,South,Product D,12551.197407142552,374
2023-06-19,East,Product D,14444.467622952125,253
2023-06-19,West,Product A,12345.544734987292,414
2023-06-20,North,Product A,13864.325612179957,309
2023-06-20,South,Product C,12571.11719399631,497
2023-06-20,East,Product B,8330.756122007248,364
2023-06-20,West,Product B,10602.101994312325,171
2023-06-21,North,Product D,13029.315424998716,323
2023-06-21,South,Product D,8487.779420826093,327
2023-06-21,East,Product A,12091.961183128358,446
2023-06-21,West,Product C,15073.719456372737,392
2023-06-22,North,Product D,10113.594666379218,158
2023-06-22,South,Product D,10008.466713646905,188
2023-06-22,East,Product D,12516.520701859281,496
2023-06-22,West,Product C,10611.807951155106,403
2023-06-23,North,Product A,9897.704033493448,148
2023-06-23,South,Product A,15090.791704296507,201
2023-06-23,East,Product A,12763.848852020627,57
2023-06-23,West,Product D,11834.444162041778,423
2023-06-24,North,Product A,14189.12600502544,96
2023-06-24,South,Product A,13198.479709102085,233
2023-06-24,East,Product D,12882.351217768784,119
2023-06-24,West,Product D,10530.198986104384,157
2023-06-25,North,Product C,14023.262803595197,232
2023-06-25,South,Product A,9866.458447929428,495
2023-06-25,East,Product C,15153.214892298143,241
2023-06-25,West,Product C,15176.50950919821,486
2023-06-26,North,Product C,13516.214149099027,224
2023-06-26,South,Product A,16398.537821421432,212
2023-06-26,East,Product D,12500.115012385651,478
2023-06-26,West,Product D,13756.896059837936,377
2023-06-27,North,Product B,7712.779452952302,238
2023-06-27,South,Product C,14474.234819701229,372
2023-06-27,East,Product B,13041.22690642546,326
2023-06-27,West,Product D,13082.27531406124,84
2023-06-28,North,Product C,14979.295885570671,79
2023-06-28,South,Product A,14946.35916279197,190
2023-06-28,East,Product D,15308.992184854831,250
2023-06-28,West,Product B,14483.81502937101,240
2023-06-29,North,Product B,11209.729438295502,433
2023-06-29,South,Product B,9758.646768627643,237
2023-06-29,East,Product A,16069.238370446108,110
2023-06-29,West,Product B,12956.403241793549,283
2023-06-30,North,Product B,9627.884725529184,499
2023-06-30,South,Product C,16452.73760659646,339
2023-06-30,East,Product B,12613.108677333963,169
2023-06-30,West,Product A,13441.822564386142,280
2023-07-01,North,Product A,11694.17359848534,207
2023-07-01,South,Product A,14114.686506182712,324
2023-07-01,East,Product A,13315.401305553518,232
2023-07-01,West,Product B,10848.186933686566,103
2023-07-02,North,Product B,12726.387044010531,227
2023-07-02,South,Product D,15462.270774147131,384
2023-07-02,East,Product A,20079.529985321034,108
2023-07-02,West,Product C,14541.029796400117,464
2023-07-03,North,Product B,11986.721992684734,176
2023-07-03,South,Product D,12904.567930522646,263
2023-07-03,East,Product B,13482.486651205041,313
2023-07-03,West,Product C,14892.725601706003,170
2023-07-04,North,Product C,10515.61335708379,211
2023-07-04,South,Product C,13199.980781379349,356
2023-07-04,East,Product D,14076.154385369178,105
2023-07-04,West,Product A,17397.836006019053,365
2023-07-05,North,Product B,16775.178940583126,224
2023-07-05,South,Product A,12389.435709045927,150
2023-07-05,East,Product B,13983.28900577263,250
2023-07-05,West,Product D,13133.936872223909,342
2023-07-06,North,Product D,12460.175194616178,408
2023-07-06,South,Product C,10701.26186170876,195
2023-07-06,East,Product A,16032.33128338143,429
2023-07-06,West,Product A,13868.447669805199,446
2023-07-07,North,Product A,13878.345751694516,378
2023-07-07,South,Product B,15151.653413914537,149
2023-07-07,East,Product B,17675.44778259068,442
2023-07-07,West,Product B,12072.306417382497,52
2023-07-08,North,Product A,11837.766848549121,77
2023-07-08,South,Product D,13876.163116568896,70
2023-07-08,East,Product A,9796.445636609924,98
2023-07-08,West,Product D,11536.544263832775,352
2023-07-09,North,Product B,9707.049719592778,386
2023-07-09,South,Product A,11282.701335442956,436
2023-07-09,East,Product B,9459.203377830385,421
2023-07-09,West,Product D,12954.95796184907,427
2023-07-10,North,Product D,15950.54172697024,168
2023-07-10,South,Product D,15651.752766857113,141
2023-07-10,East,Product B,13646.774403700821,440
2023-07-10,West,Product D,16699.896598252362,362
2023-07-11,North,Product C,11785.77763957406,277
2023-07-11,South,Product A,14161.248060187409,94
2023-07-11,East,Product C,10242.101971962993,462
2023-07-11,West,Product D,11162.860128067652,254
2023-07-12,North,Product B,16647.085927023963,53
2023-07-12,South,Product D,14140.34358648356,327
2023-07-12,East,Product D,11007.112418748466,248
2023-07-12,West,Product B,11850.454416007162,350
2023-07-13,North,Product C,14524.666707440967,461
2023-07-13,South,Product C,15657.95150535835,101
2023-07-13,East,Product A,12945.557061144555,96
2023-07-13,West,Product B,12899.492116463405,290
2023-07-14,North,Product A,15041.202102602492,297
2023-07-14,South,Product A,12261.820130673392,171
2023-07-14,East,Product B,13419.31380131555,111
2023-07-14,West,Product B,16065.305267590651,351
2023-07-15,North,Product B,12770.232617956553,55
2023-07-15,South,Product C,11542.738189081027,157
2023-07-15,East,Product D,14690.049850379639,119
2023-07-15,West,Product D,12147.925280158628,97
2023-07-16,North,Product B,13821.447665240303,381
2023-07-16,South,Product C,9841.497688334834,360
2023-07-16,East,Product A,15311.486096118544,156
2023-07-16,West,Product B,13782.569649581883,296
2023-07-17,North,Product B,13914.423083899244,401
2023-07-17,South,Product C,10942.905993471273,88
2023-07-17,East,Product D,14896.84351633963,186
2023-07-17,West,Product D,15056.488334304897,205
2023-07-18,North,Product D,11589.834819610007,219
2023-07-18,South,Product D,13478.152396657248,481
2023-07-18,East,Product A,11600.314619322502,398
2023-07-18,West,Product B,15105.670387674521,277
2023-07-19,North,Product C,9609.308311553143,83
2023-07-19,South,Product D,15493.235026224598,453
2023-07-19,East,Product A,14048.322792928533,408
2023-07-19,West,Product B,13648.487428313227,222
2023-07-20,North,Product C,10747.246462426665,131
2023-07-20,South,Product B,13750.356308852268,203
2023-07-20,East,Product A,12038.880158094911,438
2023-07-20,West,Product A,14465.600600986621,117
2023-07-21,North,Product C,15926.524837672347,198
2023-07-21,South,Product C,15325.924450015049,158
2023-07-21,East,Product C,13698.123681199439,203
2023-07-21,West,Product D,15154.179833071885,328
2023-07-22,North,Product D,6196.248796698626,158
2023-07-22,South,Product C,12974.870320836817,161
2023-07-22,East,Product A,14021.52892111661,373
2023-07-22,West,Product A,13446.433730520326,244
2023-07-23,North,Product D,15273.804808552175,372
2023-07-23,South,Product A,13070.697216635815,297
2023-07-23,East,Product C,13509.462677853971,303
2023-07-23,West,Product A,20038.046021115668,298
2023-07-24,North,Product A,12221.824823810293,187
2023-07-24,South,Product A,11741.81124929182,366
2023-07-24,East,Product B,14169.929412532554,352
2023-07-24,West,Product C,10974.689846531157,469
2023-07-25,North,Product C,15091.495086617113,363
2023-07-25,South,Product A,10041.136073339308,161
2023-07-25,East,Product B,13959.717524194404,428
2023-07-25,West,Product B,12703.113096375559,198
2023-07-26,North,Product C,11070.166259624446,336
2023-07-26,South,Product A,10134.817147840857,188
2023-07-26,East,Product A,17776.017812091166,373
2023-07-26,West,Product C,14627.544630660366,454
2023-07-27,North,Product C,15580.338317016316,266
2023-07-27,South,Product C,11932.225594225234,145
2023-07-27,East,Product B,14966.696505562943,300
2023-07-27,West,Product A,11914.109331039424,52
2023-07-28,North,Product D,12914.165353153956,224
2023-07-28,South,Product A,10847.40034521415,320
2023-07-28,East,Product D,11353.122405442133,451
2023-07-28,West,Product A,13109.57893523908,319
2023-07-29,North,Product B,19400.631659943956,426
2023-07-29,South,Product A,19644.94456781685,242
2023-07-29,East,Product D,9422.544991349896,62
2023-07-29,West,Product C,14147.016956273023,477
2023-07-30,North,Product C,13409.453632075734,362
2023-07-30,South,Product D,14394.797884206835,424
2023-07-30,East,Product C,15234.445047854113,228
2023-07-30,West,Product B,12290.217793952783,102
2023-07-31,North,Product A,9765.287920130859,439
2023-07-31,South,Product B,12980.866427146902,118
2023-07-31,East,Product C,9549.482621761808,263
2023-07-31,West,Product C,12741.120546267575,216
2023-08-01,North,Product B,15163.583698187878,440
2023-08-01,South,Product C,13856.473977554559,177
2023-08-01,East,Product A,14107.095852042496,329
2023-08-01,West,Product A,10156.021280654399,441
2023-08-02,North,Product A,12515.806326011449,371
2023-08-02,South,Product B,14286.876349616212,474
2023-08-02,East,Product C,11208.481621475556,436
2023-08-02,West,Product D,11017.27159081258,51
2023-08-03,North,Product B,12376.536802431883,203
2023-08-03,South,Product A,13631.904190941541,279
2023-08-03,East,Product D,12437.194608327882,157
2023-08-03,West,Product B,12931.697219668276,463
2023-08-04,North,Product B,17285.0844071662,256
2023-08-04,South,Product D,16618.05526527226,97
2023-08-04,East,Product C,19825.55435402682,307
2023-08-04,West,Product B,14338.6765435005,405
2023-08-05,North,Product D,17386.497691476994,498
2023-08-05,South,Product A,13532.097488907706,186
2023-08-05,East,Product D,14447.675407715522,122
2023-08-05,West,Product D,14455.5216269699,311
2023-08-06,North,Product C,13627.739333320089,293
2023-08-06,South,Product D,14695.862080735475,416
2023-08-06,East,Product A,10350.081561284424,460
2023-08-06,West,Product A,13842.296043013952,92
2023-08-07,North,Product D,14087.15291538477,217
2023-08-07,South,Product C,16084.413562554113,485
2023-08-07,East,Product D,11560.360952708568,339
2023-08-07,West,Product C,12501.301731729141,367
2023-08-08,North,Product B,17609.164329900217,143
2023-08-08,South,Product C,15443.689652141484,368
2023-08-08,East,Product B,13013.129999338065,407
2023-08-08,West,Product B,16643.73773892276,313
2023-08-09,North,Product A,12575.847927295828,439
2023-08-09,South,Product D,15552.140007884247,333
2023-08-09,East,Product C,14525.175729468598,237
2023-08-09,West,Product B,16541.95151145188,301
2023-08-10,North,Product B,13424.012808189585,403
2023-08-10,South,Product B,15499.876923133663,234
2023-08-10,East,Product C,11768.907088644599,110
2023-08-10,West,Product D,13465.689602528972,256
2023-08-11,North,Product B,12965.897421446263,291
2023-08-11,South,Product A,14420.057962444409,462
2023-08-11,East,Product A,15470.474485189492,352
2023-08-11,West,Product A,13965.600951180335,178
2023-08-12,North,Product D,11264.028413484291,283
2023-08-12,South,Product C,12920.863899043363,427
2023-08-12,East,Product C,15576.395656474424,351
2023-08-12,West,Product B,10127.716532558763,363
2023-08-13,North,Product C,12067.38750090418,158
2023-08-13,South,Product B,12627.99012856975,310
2023-08-13,East,Product C,15887.177276395678,463
2023-08-13,West,Product A,13794.76669417771,288
2023-08-14,North,Product B,14081.748257021998,421
2023-08-14,South,Product A,12992.453357919103,296
2023-08-14,East,Product B,17601.383293341878,295
2023-08-14,West,Product D,10773.41032390016,164
2023-08-15,North,Product D,11051.309634501606,60
2023-08-15,South,Product C,11492.834490903879,431
2023-08-15,East,Product A,15002.622443240609,186
2023-08-15,West,Product C,8654.167917483952,244
2023-08-16,North,Product A,17196.364398984886,462
2023-08-16,South,Product B,11371.003274177443,434
2023-08-16,East,Product A,18987.281387742514,97
2023-08-16,West,Product A,13585.342885289048,344
2023-08-17,North,Product C,12821.354599948914,318
2023-08-17,South,Product C,14389.209976741837,363
2023-08-17,East,Product A,11834.35907584295,111
2023-08-17,West,Product A,14396.85903948165,465
2023-08-18,North,Product B,15350.224791257506,205
2023-08-18,South,Product A,16692.61372866194,135
2023-08-18,East,Product C,16394.01711181971,167
2023-08-18,West,Product C,16621.398431135727,196
2023-08-19,North,Product B,13072.912286371644,106
2023-08-19,South,Product A,15605.690094724498,409
2023-08-19,East,Product B,13815.867089793648,382
2023-08-19,West,Product D,16397.577242953506,270
2023-08-20,North,Product C,13362.870185890399,52
2023-08-20,South,Product C,9803.883622689053,488
2023-08-20,East,Product D,8984.12322126365,380
2023-08-20,West,Product C,17225.40981331129,463
2023-08-21,North,Product A,12376.150650489872,442
2023-08-21,South,Product A,17294.552518472785,469
2023-08-21,East,Product A,17368.925048908775,417
2023-08-21,West,Product B,15999.273678044803,258
2023-08-22,North,Product D,16211.86265068545,314
2023-08-22,South,Product B,9631.22220836683,450
2023-08-22,East,Product A,11706.853876064586,113
2023-08-22,West,Product A,15354.349776100067,111
2023-08-23,North,Product A,11473.360756690841,316
2023-08-23,South,Product C,11848.188294194793,362
2023-08-23,East,Product B,11867.1460491314,271
2023-08-23,West,Product C,15820.172681522898,385
2023-08-24,North,Product D,13263.592409566538,420
2023-08-24,South,Product D,16571.95325977571,418
2023-08-24,East,Product C,12729.503826431617,244
2023-08-24,West,Product A,15278.3417797631,222
2023-08-25,North,Product B,16434.716896774655,318
2023-08-25,South,Product B,16032.724521496888,486
2023-08-25,East,Product C,15803.561804971525,424
2023-08-25,West,Product D,15920.045632602923,441
2023-08-26,North,Product D,11220.044504575584,351
2023-08-26,South,Product D,15093.986599857137,415
2023-08-26,East,Product A,15134.2936222295,153
2023-08-26,West,Product D,13880.966952426515,380
2023-08-27,North,Product B,16382.002021244794,225
2023-08-27,South,Product D,14096.853285111563,302
2023-08-27,East,Product C,14036.354617115092,236
2023-08-27,West,Product B,15902.83635534802,353
2023-08-28,North,Product C,15194.986432091366,256
2023-08-28,South,Product C,13805.0048634887,257
2023-08-28,East,Product C,9193.48905581349,74
2023-08-28,West,Product C,12988.197703598002,220
2023-08-29,North,Product A,13978.389314664035,325
2023-08-29,South,Product C,15452.398840527714,159
2023-08-29,East,Product C,12375.81152053105,364
2023-08-29,West,Product B,8767.275067388,437
2023-08-30,North,Product B,16128.289187845003,458
2023-08-30,South,Product A,14666.15958340207,451
2023-08-30,East,Product D,14228.347094791168,124
2023-08-30,West,Product A,11447.833746745811,108
2023-08-31,North,Product B,17694.41486647012,455
2023-08-31,South,Product D,12360.153434227415,242
2023-08-31,East,Product B,12803.252153170246,291
2023-08-31,West,Product B,15899.984668113362,483
2023-09-01,North,Product D,17762.112373819222,345
2023-09-01,South,Product B,19643.632754514925,62
2023-09-01,East,Product B,12439.293767677767,371
2023-09-01,West,Product D,16181.663314014328,413
2023-09-02,North,Product D,13732.519007748446,78
2023-09-02,South,Product D,13394.554199802655,389
2023-09-02,East,Product A,14614.80711286301,492
2023-09-02,West,Product A,14757.288229068417,264
2023-09-03,North,Product C,14132.199972431938,228
2023-09-03,South,Product D,14938.206466651422,256
2023-09-03,East,Product C,13590.637189256235,317
2023-09-03,West,Product B,15459.967225588964,462
2023-09-04,North,Product B,12800.983876039181,120
2023-09-04,South,Product D,12430.660823849787,99
2023-09-04,East,Product D,13439.095266118553,320
2023-09-04,West,Product D,11872.155361240966,444
2023-09-05,North,Product B,11212.71032012465,105
2023-09-05,South,Product A,12958.188557802874,469
2023-09-05,East,Product A,14406.732412753756,331
2023-09-05,West,Product D,14784.725999342973,215
2023-09-06,North,Product C,12771.703561243594,60
2023-09-06,South,Product A,16416.40329104157,241
2023-09-06,East,Product B,20069.901844283497,457
2023-09-06,West,Product B,14636.345522443613,392
2023-09-07,North,Product C,12753.288136701722,362
2023-09-07,South,Product B,15469.89358377929,314
2023-09-07,East,Product B,11776.061414942,420
2023-09-07,West,Product D,12595.814016902146,442
2023-09-08,North,Product A,15930.763758384735,496
2023-09-08,South,Product D,17516.555955250093,376
2023-09-08,East,Product D,14180.67486922142,488
2023-09-08,West,Product D,17166.464279258646,367
2023-09-09,North,Product A,17232.28448541868,237
2023-09-09,South,Product D,16400.689812648034,88
2023-09-09,East,Product C,14936.365074649933,240
2023-09-09,West,Product B,13790.179998585214,461
2023-09-10,North,Product D,11417.36433332448,455
2023-09-10,South,Product C,19627.825144602855,121
2023-09-10,East,Product D,14622.086692514597,148
2023-09-10,West,Product A,13984.252751625329,304
2023-09-11,North,Product C,21513.749808906356,455
2023-09-11,South,Product B,17901.73554524925,163
2023-09-11,East,Product A,13287.377657727464,487
2023-09-11,West,Product A,11555.090666204333,322
2023-09-12,North,Product C,11933.202830641103,158
2023-09-12,South,Product C,15791.49476895104,160
2023-09-12,East,Product A,16210.396915512974,205
2023-09-12,West,Product B,14808.507994249929,295
2023-09-13,North,Product C,13637.186892787297,62
2023-09-13,South,Product B,16750.427699899476,387
2023-09-13,East,Product D,11680.626362387826,165
2023-09-13,West,Product D,18174.29267370424,102
2023-09-14,North,Product B,15865.28036002363,416
2023-09-14,South,Product C,12343.873219589423,189
2023-09-14,East,Product A,14589.18454290726,441
2023-09-14,West,Product A,12592.88713057748,156
2023-09-15,North,Product C,16564.28557572933,152
2023-09-15,South,Product D,13932.52878781704,270
2023-09-15,East,Product D,15131.901276867873,439
2023-09-15,West,Product A,10950.869023800853,241
2023-09-16,North,Product A,13387.431622247275,276
2023-09-16,South,Product A,11513.145620103664,164
2023-09-16,East,Product B,19114.104520036708,196
2023-09-16,West,Product B,12057.480378708631,168
2023-09-17,North,Product B,19728.01127787205,267
2023-09-17,South,Product A,15546.361972223145,357
2023-09-17,East,Product D,18866.107230625363,296
2023-09-17,West,Product D,15282.444505564652,404
2023-09-18,North,Product D,12430.56380935174,434
2023-09-18,South,Product D,14884.366131822724,257
2023-09-18,East,Product C,12677.042465354658,186
2023-09-18,West,Product C,13323.752201662448,424
2023-09-19,North,Product B,15414.559128776888,116
2023-09-19,South,Product B,11052.157354407736,122
2023-09-19,East,Product B,16956.762704121145,260
2023-09-19,West,Product B,17045.809875006278,400
2023-09-20,North,Product D,14356.839640409704,136
2023-09-20,South,Product B,13228.290878888023,138
2023-09-20,East,Product A,14801.517751315114,389
2023-09-20,West,Product B,18154.649554111784,302
2023-09-21,North,Product D,12450.476932409285,351
2023-09-21,South,Product B,19296.36930160093,438
2023-09-21,East,Product D,13827.04376376401,352
2023-09-21,West,Product A,14029.981046918638,276
2023-09-22,North,Product C,18029.197295615726,89
2023-09-22,South,Product A,10925.019973212777,249
2023-09-22,East,Product A,15979.45018905769,427
2023-09-22,West,Product D,18193.14962648292,492
2023-09-23,North,Product A,13290.028229982945,409
2023-09-23,South,Product D,14147.61892148144,157
2023-09-23,East,Product A,13920.158235849263,430
2023-09-23,West,Product C,10871.422420563606,80
2023-09-24,North,Product C,14026.232683937578,327
2023-09-24,South,Product A,12385.589986333976,298
2023-09-24,East,Product A,14691.763657833657,384
2023-09-24,West,Product A,17057.95710634521,257
2023-09-25,North,Product A,14616.34747059927,139
2023-09-25,South,Product D,14201.367209777238,127
2023-09-25,East,Product B,16303.877085396058,288
2023-09-25,West,Product A,12567.129022236111,332
2023-09-26,North,Product D,15579.43434483521,212
2023-09-26,South,Product B,12840.288124895196,75
2023-09-26,East,Product B,15140.761360037524,247
2023-09-26,West,Product D,18758.84393299723,322
2023-09-27,North,Product C,12255.020127201531,68
2023-09-27,South,Product D,18223.47451726057,149
2023-09-27,East,Product D,15246.833172604489,409
2023-09-27,West,Product C,10147.733827561238,412
2023-09-28,North,Product D,15495.725271233658,190
2023-09-28,South,Product A,20743.74938346534,417
2023-09-28,East,Product D,11910.221150017973,236
2023-09-28,West,Product D,12985.422880207982,286
2023-09-29,North,Product D,14521.359273275099,329
2023-09-29,South,Product C,14400.627949463978,413
2023-09-29,East,Product A,16110.709627481268,335
2023-09-29,West,Product A,17966.042594601022,422
2023-09-30,North,Product C,15121.141178005113,431
2023-09-30,South,Product B,14236.967218204249,489
2023-09-30,East,Product D,16597.10066207226,142
2023-09-30,West,Product B,14934.152214138363,320
2023-10-01,North,Product A,12021.541157856827,251
2023-10-01,South,Product C,14701.445365581181,496
2023-10-01,East,Product A,15123.329134759902,465
2023-10-01,West,Product B,17208.813270082625,242
2023-10-02,North,Product C,15397.97883994792,300
2023-10-02,South,Product B,12093.285009178942,162
2023-10-02,East,Product B,12788.663860699322,132
2023-10-02,West,Product D,16701.825293427963,305
2023-10-03,North,Product C,13076.623375827885,74
2023-10-03,South,Product B,17388.086035313154,363
2023-10-03,East,Product A,14950.459757541246,383
2023-10-03,West,Product B,12634.866593336577,148
2023-10-04,North,Product B,14614.8468358706,222
2023-10-04,South,Product B,12131.588220405272,113
2023-10-04,East,Product C,14790.093748499292,236
2023-10-04,West,Product D,14879.73379821049,480
2023-10-05,North,Product D,13723.550970318674,382
2023-10-05,South,Product B,14911.988000287507,364
2023-10-05,East,Product D,20029.77070628334,312
2023-10-05,West,Product C,12829.077687476816,429
2023-10-06,North,Product A,15672.210407677232,112
2023-10-06,South,Product A,12868.026376825886,57
2023-10-06,East,Product D,11794.493024585525,150
2023-10-06,West,Product C,11343.367667434746,448
2023-10-07,North,Product C,10932.627060558088,155
2023-10-07,South,Product C,12415.9848104891,334
2023-10-07,East,Product D,13151.708951454719,435
2023-10-07,West,Product A,14967.950051991476,487
2023-10-08,North,Product C,14071.442474090394,83
2023-10-08,South,Product A,13249.576071030458,405
2023-10-08,East,Product C,12492.912506367204,87
2023-10-08,West,Product A,13469.504383444797,197
2023-10-09,North,Product B,17022.707203895905,54
2023-10-09,South,Product A,14090.060867571734,327
2023-10-09,East,Product B,15590.60673235191,126
2023-10-09,West,Product A,17836.090295780523,390
2023-10-10,North,Product A,16014.957726530827,337
2023-10-10,South,Product B,17219.165124127656,243
2023-10-10,East,Product D,11946.411612744163,65
2023-10-10,West,Product C,17013.701773547044,390
2023-10-11,North,Product B,12693.69334234414,248
2023-10-11,South,Product D,14794.080779599679,68
2023-10-11,East,Product D,16802.84922703208,244
2023-10-11,West,Product B,19278.507687551628,354
2023-10-12,North,Product B,19299.219814787866,133
2023-10-12,South,Product A,14386.247490493757,315
2023-10-12,East,Product A,15464.849559072825,410
2023-10-12,West,Product B,15279.444535188095,257
2023-10-13,North,Product B,14091.019953004945,412
2023-10-13,South,Product D,12897.985268664956,473
2023-10-13,East,Product D,17151.62519532523,325
2023-10-13,West,Product C,16338.796114058137,173
2023-10-14,North,Product B,18519.574089468493,208
2023-10-14,South,Product C,17095.029723034477,61
2023-10-14,East,Product C,14475.600666747925,329
2023-10-14,West,Product A,11503.274615190508,195
2023-10-15,North,Product B,14609.463956027292,381
2023-10-15,South,Product A,14868.620794217199,469
2023-10-15,East,Product A,17284.874701895365,405
2023-10-15,West,Product A,15156.210306682318,213
2023-10-16,North,Product C,19981.62530757974,414
2023-10-16,South,Product D,12694.490136040606,198
2023-10-16,East,Product C,19682.272019874912,255
2023-10-16,West,Product A,16440.899315541123,136
2023-10-17,North,Product D,14447.436891616988,64
2023-10-17,South,Product A,16524.424997977112,332
2023-10-17,East,Product C,15221.23836721073,255
2023-10-17,West,Product C,16794.611501647265,159
2023-10-18,North,Product D,14423.947766115767,446
2023-10-18,South,Product A,16187.71340460785,334
2023-10-18,East,Product B,13415.714447342107,499
2023-10-18,West,Product A,16445.34643441614,121
2023-10-19,North,Product C,13478.967806445957,145
2023-10-19,South,Product B,11442.914032077877,65
2023-10-19,East,Product C,16467.344525183722,178
2023-10-19,West,Product B,14785.379267322742,57
2023-10-20,North,Product C,13409.503900154043,237
2023-10-20,South,Product D,13165.119608124063,261
2023-10-20,East,Product D,17675.181305965056,292
2023-10-20,West,Product A,16760.560779643823,220
2023-10-21,North,Product A,11064.22777974747,414
2023-10-21,South,Product D,15471.42930950892,249
2023-10-21,East,Product D,16270.297020833574,186
2023-10-21,West,Product C,13387.994879551907,488
2023-10-22,North,Product C,13116.54747543071,60
2023-10-22,South,Product D,13819.052855502534,439
2023-10-22,East,Product B,12003.505653906323,269
2023-10-22,West,Product D,17737.981419968688,312
2023-10-23,North,Product A,18808.857425031023,445
2023-10-23,South,Product C,19095.50607274912,100
2023-10-23,East,Product A,14314.688334966146,430
2023-10-23,West,Product B,16433.631937772407,309
2023-10-24,North,Product B,15267.80407728829,171
2023-10-24,South,Product C,15404.940311174361,478
2023-10-24,East,Product C,13260.396599970285,362
2023-10-24,West,Product C,14074.925771296032,402
2023-10-25,North,Product B,13793.191553442437,397
2023-10-25,South,Product C,10471.978902572835,159
2023-10-25,East,Product B,16706.58354955822,96
2023-10-25,West,Product B,18625.83583188209,471
2023-10-26,North,Product C,10338.028687307577,327
2023-10-26,South,Product B,13987.414609776235,187
2023-10-26,East,Product B,11763.145392784141,279
2023-10-26,West,Product D,16058.736822992258,486
2023-10-27,North,Product D,14951.505991819748,476
2023-10-27,South,Product C,15387.2026983966,227
2023-10-27,East,Product A,17266.54655727168,457
2023-10-27,West,Product C,17966.33285903572,348
2023-10-28,North,Product B,16139.75692180478,205
2023-10-28,South,Product C,13348.66936608402,300
2023-10-28,East,Product A,14200.566291991812,88
2023-10-28,West,Product B,16836.77171707396,327
2023-10-29,North,Product B,16462.654899054873,341
2023-10-29,South,Product C,16090.567153850563,302
2023-10-29,East,Product C,10371.483219060676,303
2023-10-29,West,Product A,16132.088167001668,278
2023-10-30,North,Product C,18091.302982360598,442
2023-10-30,South,Product A,12414.542439460987,320
2023-10-30,East,Product D,14840.827177909636,487
2023-10-30,West,Product B,14250.284439088331,285
2023-10-31,North,Product D,15817.168274449883,492
2023-10-31,South,Product C,12009.200623903887,259
2023-10-31,East,Product D,11556.272208665663,71
